side,path,package,classification,target,content_available,methods,fields,static_tokens,empty_blocks,swallowed_catches,packet,asset,risk,imports
CLIENT,core/src/model/InfoPopup.java,model,UNRESOLVED,lib/core or explicit NOT_REQUIRED decision,YES,12,2,2,0,0,NO,NO,LOW,"CLib.mGraphics, coreLG.CCanvas, java.util.Vector"
CLIENT,core/src/model/InputDlg.java,model,UNRESOLVED,lib/core or explicit NOT_REQUIRED decision,YES,10,4,0,0,0,YES,NO,HIGH,"CLib.mGraphics, coreLG.CCanvas, network.Command, screen.CScreen"
CLIENT,core/src/model/InviteInfo.java,model,UNRESOLVED,lib/core or explicit NOT_REQUIRED decision,YES,0,3,0,0,0,NO,NO,LOW,
CLIENT,core/src/model/KeyConstant.java,model,UNRESOLVED,lib/core or explicit NOT_REQUIRED decision,YES,0,21,21,0,0,NO,NO,HIGH,
CLIENT,core/src/model/Language.java,model,UNRESOLVED,lib/core or explicit NOT_REQUIRED decision,YES,325,328,654,0,0,NO,YES,HIGH,
CLIENT,core/src/model/LevelDetail.java,model,UNRESOLVED,lib/core or explicit NOT_REQUIRED decision,YES,0,4,0,0,0,NO,NO,LOW,
CLIENT,core/src/model/LuckyGift.java,model,UNRESOLVED,lib/core or explicit NOT_REQUIRED decision,YES,11,12,0,0,0,NO,NO,LOW,"CLib.mGraphics, CLib.mImage, effect.Explosion, item.Item, player.Boss"
CLIENT,core/src/model/MaterialIconMn.java,model,UNRESOLVED,lib/core or explicit NOT_REQUIRED decision,YES,5,1,4,0,0,NO,NO,LOW,"CLib.mImage, java.util.Vector"
CLIENT,core/src/model/Menu.java,model,UNRESOLVED,lib/core or explicit NOT_REQUIRED decision,YES,45,15,7,1,0,YES,NO,HIGH,"CLib.mGraphics, coreLG.CCanvas, java.util.Vector, network.Command, screen.CScreen"
CLIENT,core/src/model/Mission.java,model,UNRESOLVED,lib/core or explicit NOT_REQUIRED decision,YES,0,8,0,0,0,NO,NO,LOW,
CLIENT,core/src/model/MoneyInfo.java,model,UNRESOLVED,lib/core or explicit NOT_REQUIRED decision,YES,0,5,0,0,0,NO,NO,LOW,
CLIENT,core/src/model/MsgDlg.java,model,UNRESOLVED,lib/core or explicit NOT_REQUIRED decision,YES,18,4,0,0,0,YES,NO,HIGH,"CLib.mGraphics, CLib.mSystem, coreLG.CCanvas, network.Command, screen.CScreen"
CLIENT,core/src/model/MsgInfo.java,model,UNRESOLVED,lib/core or explicit NOT_REQUIRED decision,YES,0,5,0,0,0,NO,NO,LOW,
CLIENT,core/src/model/MsgPopup.java,model,UNRESOLVED,lib/core or explicit NOT_REQUIRED decision,YES,7,2,1,0,0,NO,NO,LOW,"CLib.mGraphics, CLib.mImage, coreLG.CCanvas, screen.GameScr"
CLIENT,core/src/model/PauseMenu.java,model,UNRESOLVED,lib/core or explicit NOT_REQUIRED decision,YES,15,8,0,1,0,YES,NO,HIGH,"CLib.mGraphics, coreLG.CCanvas, java.util.Vector, network.Command, screen.CScreen"
CLIENT,core/src/model/PlayerInfo.java,model,UNRESOLVED,lib/core or explicit NOT_REQUIRED decision,YES,23,48,3,0,0,NO,NO,LOW,"CLib.mImage, Equipment.Equip, Equipment.PlayerEquip, java.util.Vector"
CLIENT,core/src/model/Popup.java,model,UNRESOLVED,lib/core or explicit NOT_REQUIRED decision,YES,11,0,0,6,0,NO,NO,MEDIUM,"CLib.mGraphics, coreLG.CCanvas"
CLIENT,core/src/model/Position.java,model,UNRESOLVED,lib/core or explicit NOT_REQUIRED decision,YES,3,6,0,0,0,NO,NO,LOW,
CLIENT,core/src/model/RoomInfo.java,model,UNRESOLVED,lib/core or explicit NOT_REQUIRED decision,YES,5,11,0,1,0,NO,NO,MEDIUM,
CLIENT,core/src/model/SMS.java,model,UNRESOLVED,lib/core or explicit NOT_REQUIRED decision,YES,0,2,0,0,0,NO,NO,LOW,
CLIENT,core/src/model/TField.java,model,REPLACE_WITH_FLUTTER,lib/features/*/presentation or lib/shared/widgets,YES,91,50,24,0,0,YES,NO,HIGH,"CLib.mGraphics, com.badlogic.gdx.Gdx, com.badlogic.gdx.Input, coreLG.CCanvas, network.Command, screen.CScreen"
CLIENT,core/src/model/TimeBomb.java,model,UNRESOLVED,lib/core or explicit NOT_REQUIRED decision,YES,9,6,0,0,0,NO,NO,LOW,"CLib.mGraphics, coreLG.CCanvas, effect.Camera, effect.Explosion, item.Bullet, screen.GameScr"
CLIENT,core/src/model/UserData.java,model,UNRESOLVED,lib/core or explicit NOT_REQUIRED decision,YES,0,5,0,0,0,NO,NO,LOW,
CLIENT,core/src/network/Cmd_Client2Server.java,network,MUST_PORT_BEHAVIOR,lib/core/network,YES,0,67,67,0,0,NO,NO,HIGH,
CLIENT,core/src/network/Cmd_Server2Client.java,network,MUST_PORT_BEHAVIOR,lib/core/network,YES,0,132,132,0,0,NO,NO,HIGH,
CLIENT,core/src/network/Command.java,network,MUST_PORT_BEHAVIOR,lib/core/network,YES,2,2,0,1,0,YES,NO,HIGH,"CLib.Graphics, model.IAction"
CLIENT,core/src/network/GameLogicHandler.java,network,MUST_PORT_BEHAVIOR,lib/core/network,YES,124,3,8,41,2,YES,YES,HIGH,"CLib.Image, CLib.RMS, CLib.mImage, CLib.mSound, CLib.mSystem, com.teamobi.mobiarmy2.GameMidlet, com.teamobi.mobiarmy2.MainGame, coreLG.CCanvas"
CLIENT,core/src/network/GameService.java,network,MUST_PORT_BEHAVIOR,lib/core/network,YES,123,1,2,49,49,YES,YES,HIGH,"CLib.Image, CLib.mSystem, com.teamobi.mobiarmy2.GameMidlet, coreLG.CCanvas, item.Bullet, java.io.IOException, java.util.Vector, map.HoleInfo"
CLIENT,core/src/network/IGameLogicHandler.java,network,MUST_PORT_BEHAVIOR,lib/core/network,YES,0,0,0,0,0,NO,YES,MEDIUM,"CLib.Image, java.util.Vector, model.AvatarInfo, model.MsgInfo, model.PlayerInfo, model.UserData"
CLIENT,core/src/network/IMessageHandler.java,network,MUST_PORT_BEHAVIOR,lib/core/network,YES,0,0,0,0,0,YES,NO,HIGH,
CLIENT,core/src/network/ISession.java,network,MUST_PORT_BEHAVIOR,lib/core/network,YES,0,0,0,0,0,YES,NO,HIGH,
CLIENT,core/src/network/Message.java,network,MUST_PORT_BEHAVIOR,lib/core/network,YES,10,5,0,2,1,YES,NO,HIGH,"java.io.ByteArrayInputStream, java.io.ByteArrayOutputStream, java.io.DataInputStream, java.io.DataOutputStream, java.io.IOException"
CLIENT,core/src/network/MessageHandler.java,network,MUST_PORT_BEHAVIOR,lib/core/network,YES,245,7,8,2,2,YES,YES,HIGH,"CLib.RMS, CLib.mImage, CLib.mSystem, Equipment.Equip, Equipment.PlayerEquip, InApp.MainActivity, com.teamobi.mobiarmy2.GameMidlet, coreLG.CCanvas"
CLIENT,core/src/network/Session_ME.java,network,MUST_PORT_BEHAVIOR,lib/core/network,YES,71,30,11,2,0,YES,NO,HIGH,"CLib.mSocket, CLib.mSystem, CLib.mVector, coreLG.CCanvas, java.io.DataInputStream, java.io.DataOutputStream, java.io.EOFException, java.io.IOException"
CLIENT,core/src/player/Boss.java,player,MUST_PORT_BEHAVIOR,"lib/features/gameplay/{domain,game/player}",YES,151,7,10,1,0,NO,YES,MEDIUM,"CLib.Image, CLib.mGraphics, CLib.mImage, Equipment.PlayerEquip, coreLG.CCanvas, effect.Camera, effect.Explosion, java.util.Random"
CLIENT,core/src/player/CPlayer.java,player,MUST_PORT_BEHAVIOR,"lib/features/gameplay/{domain,game/player}",YES,361,180,112,5,1,YES,YES,HIGH,"CLib.mGraphics, CLib.mImage, CLib.mSound, Equipment.PlayerEquip, coreLG.CCanvas, effect.Camera, effect.Explosion, effect.Smoke"
CLIENT,core/src/player/PM.java,player,MUST_PORT_BEHAVIOR,"lib/features/gameplay/{domain,game/player}",YES,76,13,20,2,0,YES,NO,HIGH,"CLib.mGraphics, coreLG.CCanvas, coreLG.TerrainMidlet, effect.Camera, item.BM, map.MM, model.CRes, model.PlayerInfo"
CLIENT,core/src/screen/ArchivementScr.java,screen,REPLACE_WITH_FLUTTER,lib/features/*/presentation or lib/shared/widgets,YES,5,9,0,0,0,YES,NO,HIGH,"CLib.mGraphics, CLib.mImage, coreLG.CCanvas, coreLG.TerrainMidlet, model.Font, model.IAction, model.Language, model.PlayerInfo"
CLIENT,core/src/screen/BoardListScr.java,screen,REPLACE_WITH_FLUTTER,lib/features/*/presentation or lib/shared/widgets,YES,37,12,22,2,0,YES,NO,HIGH,"CLib.mGraphics, CLib.mImage, coreLG.CCanvas, effect.Cloud, java.util.Vector, model.BoardInfo, model.Font, model.IAction"
CLIENT,core/src/screen/CScreen.java,screen,REPLACE_WITH_FLUTTER,lib/features/*/presentation or lib/shared/widgets,YES,73,49,44,10,0,YES,YES,HIGH,"CLib.mGraphics, CLib.mImage, coreLG.CCanvas, map.Background, model.CRes, model.Font, model.IAction, network.Command"
CLIENT,core/src/screen/ChangePlayerCSr.java,screen,REPLACE_WITH_FLUTTER,lib/features/*/presentation or lib/shared/widgets,YES,42,17,14,1,0,YES,NO,HIGH,"CLib.mGraphics, CLib.mImage, Equipment.Equip, Equipment.PlayerEquip, coreLG.CCanvas, coreLG.TerrainMidlet, effect.Cloud, item.Bullet"
CLIENT,core/src/screen/ClanScreen.java,screen,REPLACE_WITH_FLUTTER,lib/features/*/presentation or lib/shared/widgets,YES,73,17,4,1,0,YES,NO,HIGH,"CLib.mGraphics, coreLG.CCanvas, coreLG.TerrainMidlet, effect.Cloud, java.util.Vector, model.CRes, model.Clan, model.Font"
CLIENT,core/src/screen/ConfigScr.java,screen,REPLACE_WITH_FLUTTER,lib/features/*/presentation or lib/shared/widgets,YES,28,5,4,0,0,YES,YES,HIGH,"CLib.RMS, CLib.mGraphics, CLib.mImage, CLib.mSound, coreLG.CCanvas, effect.Cloud, map.CMap, model.CRes"
CLIENT,core/src/screen/EquipScreen.java,screen,REPLACE_WITH_FLUTTER,lib/features/*/presentation or lib/shared/widgets,YES,153,19,9,2,2,YES,YES,HIGH,"CLib.Image, CLib.mGraphics, CLib.mImage, Equipment.Equip, Equipment.PlayerEquip, coreLG.CCanvas, coreLG.TerrainMidlet, java.util.Vector"
CLIENT,core/src/screen/FomulaScreen.java,screen,REPLACE_WITH_FLUTTER,lib/features/*/presentation or lib/shared/widgets,YES,16,8,0,2,0,YES,NO,HIGH,"CLib.mGraphics, coreLG.CCanvas, java.util.Vector, model.Fomula, model.IAction, model.Language, network.Command, network.GameService"
CLIENT,core/src/screen/GameScr.java,screen,REPLACE_WITH_FLUTTER,lib/features/*/presentation or lib/shared/widgets,YES,281,124,114,4,2,YES,YES,HIGH,"CLib.Image, CLib.mGraphics, CLib.mImage, CLib.mSystem, Equipment.Equip, com.teamobi.mobiarmy2.GameMidlet, com.teamobi.mobiarmy2.MainGame, coreLG.CCanvas"
CLIENT,core/src/screen/Inventory.java,screen,REPLACE_WITH_FLUTTER,lib/features/*/presentation or lib/shared/widgets,YES,107,4,5,1,0,YES,NO,HIGH,"CLib.mGraphics, Equipment.Equip, coreLG.CCanvas, coreLG.TerrainMidlet, java.util.Vector, model.CRes, model.Font, model.IAction"
CLIENT,core/src/screen/LevelScreen.java,screen,REPLACE_WITH_FLUTTER,lib/features/*/presentation or lib/shared/widgets,YES,36,3,8,0,0,YES,NO,HIGH,"CLib.mGraphics, CLib.mImage, coreLG.CCanvas, coreLG.TerrainMidlet, model.CRes, model.Font, model.IAction, model.Language"
CLIENT,core/src/screen/ListScr.java,screen,REPLACE_WITH_FLUTTER,lib/features/*/presentation or lib/shared/widgets,YES,80,13,1,2,0,YES,YES,HIGH,"CLib.Image, CLib.mGraphics, CLib.mImage, com.teamobi.mobiarmy2.GameMidlet, coreLG.CCanvas, effect.Cloud, java.util.Vector, model.Font"
CLIENT,core/src/screen/LoginScr.java,screen,REPLACE_WITH_FLUTTER,lib/features/*/presentation or lib/shared/widgets,YES,157,40,19,0,0,YES,YES,HIGH,"CLib.RMS, CLib.mGraphics, CLib.mImage, CLib.mSound, CLib.mSystem, com.badlogic.gdx.Gdx, com.teamobi.mobiarmy2.GameMidlet, coreLG.CCanvas"
CLIENT,core/src/screen/LuckyGame.java,screen,REPLACE_WITH_FLUTTER,lib/features/*/presentation or lib/shared/widgets,YES,93,4,6,0,0,YES,YES,HIGH,"CLib.Image, CLib.mGraphics, CLib.mImage, coreLG.CCanvas, coreLG.TerrainMidlet, item.Item, java.util.Vector, model.CRes"
CLIENT,core/src/screen/LuckyGifrScreen.java,screen,REPLACE_WITH_FLUTTER,lib/features/*/presentation or lib/shared/widgets,YES,34,12,2,0,0,YES,YES,HIGH,"CLib.mGraphics, coreLG.CCanvas, coreLG.TerrainMidlet, effect.Explosion, java.util.Vector, model.CTime, model.Font, model.IAction"
CLIENT,core/src/screen/MenuScr.java,screen,REPLACE_WITH_FLUTTER,lib/features/*/presentation or lib/shared/widgets,YES,137,67,60,0,0,YES,NO,HIGH,"CLib.mGraphics, CLib.mSystem, Equipment.PlayerEquip, com.teamobi.mobiarmy2.GameMidlet, com.teamobi.mobiarmy2.MainGame, coreLG.CCanvas, coreLG.TerrainMidlet, effect.Camera"
CLIENT,core/src/screen/MissionScreen.java,screen,REPLACE_WITH_FLUTTER,lib/features/*/presentation or lib/shared/widgets,YES,32,6,0,1,0,YES,NO,HIGH,"CLib.mGraphics, coreLG.CCanvas, effect.Cloud, java.util.Vector, model.Font, model.IAction, model.Language, model.Mission"
CLIENT,core/src/screen/MoneyScr.java,screen,REPLACE_WITH_FLUTTER,lib/features/*/presentation or lib/shared/widgets,YES,65,9,3,2,1,YES,NO,HIGH,"CLib.mGraphics, CLib.mImage, CLib.mSystem, coreLG.CCanvas, coreLG.TerrainMidlet, effect.Cloud, java.util.Vector, javax.microedition.midlet.MIDlet"
CLIENT,core/src/screen/MoneyScrIOS.java,screen,REPLACE_WITH_FLUTTER,lib/features/*/presentation or lib/shared/widgets,YES,44,9,3,1,0,YES,NO,HIGH,"CLib.mGraphics, CLib.mImage, CLib.mSystem, InApp.MainActivity, coreLG.CCanvas, effect.Cloud, java.util.Vector, model.AvatarInfo"
CLIENT,core/src/screen/MsgScreen.java,screen,REPLACE_WITH_FLUTTER,lib/features/*/presentation or lib/shared/widgets,YES,52,11,1,2,0,YES,YES,HIGH,"CLib.Image, CLib.mGraphics, coreLG.CCanvas, coreLG.TerrainMidlet, java.util.Vector, model.Font, model.IAction, model.Language"
CLIENT,core/src/screen/PrepareScr.java,screen,REPLACE_WITH_FLUTTER,lib/features/*/presentation or lib/shared/widgets,YES,220,46,38,4,2,YES,YES,HIGH,"CLib.mGraphics, CLib.mImage, Equipment.PlayerEquip, coreLG.CCanvas, coreLG.CONFIG, coreLG.TerrainMidlet, effect.Cloud, item.Bullet"
CLIENT,core/src/screen/QuangCao.java,screen,REPLACE_WITH_FLUTTER,lib/features/*/presentation or lib/shared/widgets,YES,6,3,3,1,0,YES,NO,HIGH,"CLib.mGraphics, coreLG.CCanvas, model.Font, model.IAction, model.Language, network.Command"
CLIENT,core/src/screen/RoomListScr.java,screen,REPLACE_WITH_FLUTTER,lib/features/*/presentation or lib/shared/widgets,YES,36,12,25,3,1,YES,NO,HIGH,"CLib.mGraphics, CLib.mImage, com.teamobi.mobiarmy2.MainGame, coreLG.CCanvas, java.util.Vector, map.MM, model.Font, model.IAction"
CLIENT,core/src/screen/RoomListScr2.java,screen,REPLACE_WITH_FLUTTER,lib/features/*/presentation or lib/shared/widgets,YES,59,17,14,0,0,YES,YES,HIGH,"CLib.mGraphics, CLib.mImage, CLib.mSystem, com.teamobi.mobiarmy2.MainGame, coreLG.CCanvas, effect.Cloud, java.util.Vector, model.CRes"
CLIENT,core/src/screen/ServerListScreen.java,screen,REPLACE_WITH_FLUTTER,lib/features/*/presentation or lib/shared/widgets,YES,29,6,4,0,0,YES,NO,HIGH,"CLib.mGraphics, com.badlogic.gdx.Gdx, com.teamobi.mobiarmy2.GameMidlet, coreLG.CCanvas, model.CRes, model.Font, model.GetString, model.IAction"
CLIENT,core/src/screen/SplashScr.java,screen,REPLACE_WITH_FLUTTER,lib/features/*/presentation or lib/shared/widgets,YES,10,0,0,0,0,NO,NO,LOW,"CLib.mGraphics, coreLG.CCanvas, map.Background"
CLIENT,core/src/screen/TabScreen.java,screen,REPLACE_WITH_FLUTTER,lib/features/*/presentation or lib/shared/widgets,YES,10,11,0,0,0,NO,NO,LOW,"CLib.mGraphics, coreLG.CCanvas"
CLIENT,core/src/shop/ShopBietDoi.java,shop,UNRESOLVED,lib/core or explicit NOT_REQUIRED decision,YES,41,7,0,0,0,YES,NO,HIGH,"CLib.mGraphics, CLib.mSystem, coreLG.CCanvas, effect.Cloud, java.util.Vector, model.ClanItem, model.Font, model.IAction"
CLIENT,core/src/shop/ShopEquipment.java,shop,UNRESOLVED,lib/core or explicit NOT_REQUIRED decision,YES,75,26,3,0,0,YES,NO,HIGH,"CLib.mGraphics, Equipment.Equip, coreLG.CCanvas, coreLG.TerrainMidlet, java.util.Vector, model.CRes, model.Font, model.IAction"
CLIENT,core/src/shop/ShopItem.java,shop,UNRESOLVED,lib/core or explicit NOT_REQUIRED decision,YES,71,2,20,3,0,YES,NO,HIGH,"CLib.mGraphics, coreLG.CCanvas, coreLG.TerrainMidlet, item.Item, item.MyItemIcon, java.util.Vector, model.CRes, model.Font"
CLIENT,core/src/shop/ShopLinhTinh.java,shop,UNRESOLVED,lib/core or explicit NOT_REQUIRED decision,YES,86,14,17,0,0,YES,YES,HIGH,"CLib.Image, CLib.mGraphics, CLib.mImage, Equipment.Equip, coreLG.CCanvas, coreLG.TerrainMidlet, java.util.Vector, model.CRes"
CLIENT,desktop/assets/res/agent.txt,desktop,PLATFORM_SPECIFIC,lib/core or explicit NOT_REQUIRED decision,YES,0,0,0,0,0,NO,NO,LOW,
CLIENT,desktop/assets/res/provider.txt,desktop,PLATFORM_SPECIFIC,lib/core or explicit NOT_REQUIRED decision,YES,0,0,0,0,0,NO,NO,LOW,
CLIENT,desktop/run.bat,desktop,PLATFORM_SPECIFIC,lib/core or explicit NOT_REQUIRED decision,YES,0,0,0,0,0,NO,NO,LOW,
CLIENT,desktop/src/com/mygdx/game/DesktopLauncher.java,desktop,PLATFORM_SPECIFIC,lib/core or explicit NOT_REQUIRED decision,YES,1,0,1,0,0,NO,YES,MEDIUM,"com.badlogic.gdx.backends.lwjgl3.Lwjgl3Application, com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration, com.teamobi.mobiarmy2.MainGame"
CLIENT,gradle.properties,gradle.properties,NOT_REQUIRED,lib/core or explicit NOT_REQUIRED decision,YES,0,0,0,0,0,NO,NO,LOW,
CLIENT,gradle/wrapper/gradle-wrapper.properties,gradle,NOT_REQUIRED,lib/core or explicit NOT_REQUIRED decision,YES,0,0,0,0,0,NO,NO,LOW,
CLIENT,gradlew.bat,gradlew.bat,NOT_REQUIRED,lib/core or explicit NOT_REQUIRED decision,YES,0,0,0,0,0,NO,NO,LOW,
CLIENT,ios/Info.plist.xml,ios,PLATFORM_SPECIFIC,lib/core or explicit NOT_REQUIRED decision,YES,0,0,0,0,0,NO,NO,LOW,
CLIENT,ios/data/Media.xcassets/AppIcon.appiconset/Contents.json,ios,PLATFORM_SPECIFIC,lib/core or explicit NOT_REQUIRED decision,YES,0,0,0,0,0,NO,NO,LOW,
CLIENT,ios/data/Media.xcassets/Contents.json,ios,PLATFORM_SPECIFIC,lib/core or explicit NOT_REQUIRED decision,YES,0,0,0,0,0,NO,NO,LOW,
CLIENT,ios/data/Media.xcassets/Logo.imageset/Contents.json,ios,PLATFORM_SPECIFIC,lib/core or explicit NOT_REQUIRED decision,YES,0,0,0,0,0,NO,NO,LOW,
CLIENT,ios/robovm.properties,ios,PLATFORM_SPECIFIC,lib/core or explicit NOT_REQUIRED decision,YES,0,0,0,0,0,NO,NO,LOW,
CLIENT,ios/robovm.xml,ios,PLATFORM_SPECIFIC,lib/core or explicit NOT_REQUIRED decision,YES,0,0,0,0,0,NO,YES,MEDIUM,
CLIENT,ios/src/com/mygdx/game/IOSLauncher.java,ios,PLATFORM_SPECIFIC,lib/core or explicit NOT_REQUIRED decision,YES,2,0,1,0,0,NO,NO,LOW,"com.teamobi.mobiarmy2.MainGame, org.robovm.apple.foundation.NSAutoreleasePool, org.robovm.apple.uikit.UIApplication, com.badlogic.gdx.backends.iosrobovm.IOSApplication, com.badlogic.gdx.backends.iosrobovm.IOSApplicationConfiguration"
CLIENT,run.bat,run.bat,NOT_REQUIRED,lib/core or explicit NOT_REQUIRED decision,YES,0,0,0,0,0,NO,NO,LOW,
CLIENT,unity/army2-unity-client/Assets/Army2/Scripts/CLib/LibSysTem.cs,unity,NOT_REQUIRED,lib/core or explicit NOT_REQUIRED decision,YES,2,1,4,0,0,NO,NO,LOW,
CLIENT,unity/army2-unity-client/Assets/Army2/Scripts/CLib/MGraphics.cs,unity,NOT_REQUIRED,lib/core or explicit NOT_REQUIRED decision,YES,15,12,7,1,0,NO,YES,MEDIUM,
CLIENT,unity/army2-unity-client/Assets/Army2/Scripts/CLib/MImage.cs,unity,NOT_REQUIRED,lib/core or explicit NOT_REQUIRED decision,YES,2,2,1,0,0,NO,YES,MEDIUM,
CLIENT,unity/army2-unity-client/Assets/Army2/Scripts/CLib/MSystem.cs,unity,NOT_REQUIRED,lib/core or explicit NOT_REQUIRED decision,YES,2,0,3,0,0,NO,NO,LOW,
CLIENT,unity/army2-unity-client/Assets/Army2/Scripts/CLib/MapKey.cs,unity,NOT_REQUIRED,lib/core or explicit NOT_REQUIRED decision,YES,1,0,2,1,0,NO,NO,MEDIUM,
CLIENT,unity/army2-unity-client/Assets/Army2/Scripts/CLib/RMS.cs,unity,NOT_REQUIRED,lib/core or explicit NOT_REQUIRED decision,YES,6,1,6,0,0,NO,NO,MEDIUM,
CLIENT,unity/army2-unity-client/Assets/Army2/Scripts/CoreLG/CCanvas.cs,unity,NOT_REQUIRED,lib/core or explicit NOT_REQUIRED decision,YES,25,17,26,3,0,YES,NO,HIGH,
CLIENT,unity/army2-unity-client/Assets/Army2/Scripts/GameMidlet.cs,unity,NOT_REQUIRED,lib/core or explicit NOT_REQUIRED decision,YES,7,25,19,1,0,YES,NO,HIGH,
CLIENT,unity/army2-unity-client/Assets/Army2/Scripts/Input/UnityInputRouter.cs,unity,NOT_REQUIRED,lib/core or explicit NOT_REQUIRED decision,YES,15,1,4,0,0,NO,NO,LOW,
CLIENT,unity/army2-unity-client/Assets/Army2/Scripts/MainGame.cs,unity,NOT_REQUIRED,lib/core or explicit NOT_REQUIRED decision,YES,15,3,6,0,0,NO,NO,MEDIUM,
CLIENT,unity/army2-unity-client/Assets/Army2/Scripts/Model/CRes.cs,unity,NOT_REQUIRED,lib/core or explicit NOT_REQUIRED decision,YES,19,3,21,0,0,NO,NO,HIGH,
CLIENT,unity/army2-unity-client/Assets/Army2/Scripts/Model/IAction.cs,unity,NOT_REQUIRED,lib/core or explicit NOT_REQUIRED decision,YES,0,0,0,0,0,NO,NO,LOW,
CLIENT,unity/army2-unity-client/Assets/Army2/Scripts/MotherCanvas.cs,unity,NOT_REQUIRED,lib/core or explicit NOT_REQUIRED decision,YES,11,8,9,2,0,NO,NO,MEDIUM,
CLIENT,unity/army2-unity-client/Assets/Army2/Scripts/Network/BigEndianReader.cs,unity,NOT_REQUIRED,lib/core or explicit NOT_REQUIRED decision,YES,7,1,0,0,0,NO,NO,LOW,
CLIENT,unity/army2-unity-client/Assets/Army2/Scripts/Network/BigEndianWriter.cs,unity,NOT_REQUIRED,lib/core or explicit NOT_REQUIRED decision,YES,7,1,0,0,0,NO,NO,LOW,
CLIENT,unity/army2-unity-client/Assets/Army2/Scripts/Network/Command.cs,unity,NOT_REQUIRED,lib/core or explicit NOT_REQUIRED decision,YES,1,2,0,0,0,YES,NO,HIGH,
CLIENT,unity/army2-unity-client/Assets/Army2/Scripts/Network/GameLogicHandler.cs,unity,NOT_REQUIRED,lib/core or explicit NOT_REQUIRED decision,YES,2,1,2,1,0,NO,NO,MEDIUM,
CLIENT,unity/army2-unity-client/Assets/Army2/Scripts/Network/GameService.cs,unity,NOT_REQUIRED,lib/core or explicit NOT_REQUIRED decision,YES,4,2,1,1,0,YES,NO,HIGH,
CLIENT,unity/army2-unity-client/Assets/Army2/Scripts/Network/IMessageHandler.cs,unity,NOT_REQUIRED,lib/core or explicit NOT_REQUIRED decision,YES,0,0,0,0,0,YES,NO,HIGH,
CLIENT,unity/army2-unity-client/Assets/Army2/Scripts/Network/ISession.cs,unity,NOT_REQUIRED,lib/core or explicit NOT_REQUIRED decision,YES,0,0,0,0,0,YES,NO,HIGH,
CLIENT,unity/army2-unity-client/Assets/Army2/Scripts/Network/Message.cs,unity,NOT_REQUIRED,lib/core or explicit NOT_REQUIRED decision,YES,7,5,0,2,0,YES,NO,HIGH,
CLIENT,unity/army2-unity-client/Assets/Army2/Scripts/Network/MessageHandler.cs,unity,NOT_REQUIRED,lib/core or explicit NOT_REQUIRED decision,YES,6,2,1,1,0,YES,NO,HIGH,
CLIENT,unity/army2-unity-client/Assets/Army2/Scripts/Network/SessionME.cs,unity,NOT_REQUIRED,lib/core or explicit NOT_REQUIRED decision,YES,51,12,5,4,1,YES,NO,HIGH,
CLIENT,unity/army2-unity-client/Assets/Army2/Scripts/Screen/CScreen.cs,unity,NOT_REQUIRED,lib/core or explicit NOT_REQUIRED decision,YES,6,6,4,3,0,YES,NO,HIGH,
CLIENT,unity/army2-unity-client/Assets/Army2/Scripts/Screen/ServerListScreen.cs,unity,NOT_REQUIRED,lib/core or explicit NOT_REQUIRED decision,YES,1,3,3,0,0,NO,NO,LOW,
CLIENT,unity/army2-unity-client/Assets/Army2/Scripts/Screen/SplashScr.cs,unity,NOT_REQUIRED,lib/core or explicit NOT_REQUIRED decision,YES,5,3,0,0,0,NO,NO,LOW,
CLIENT,unity/army2-unity-client/Assets/StreamingAssets/res/agent.txt,unity,NOT_REQUIRED,lib/core or explicit NOT_REQUIRED decision,YES,0,0,0,0,0,NO,NO,LOW,
CLIENT,unity/army2-unity-client/Assets/StreamingAssets/res/provider.txt,unity,NOT_REQUIRED,lib/core or explicit NOT_REQUIRED decision,YES,0,0,0,0,0,NO,NO,LOW,
CLIENT,unity/army2-unity-client/PORT_STATUS.md,unity,NOT_REQUIRED,lib/core or explicit NOT_REQUIRED decision,NO,0,0,0,0,0,NO,NO,LOW,
CLIENT,unity/army2-unity-client/Packages/manifest.json,unity,NOT_REQUIRED,lib/core or explicit NOT_REQUIRED decision,YES,0,0,0,0,0,NO,NO,LOW,
CLIENT,unity/army2-unity-client/ProjectSettings/ProjectVersion.txt,unity,NOT_REQUIRED,lib/core or explicit NOT_REQUIRED decision,YES,0,0,0,0,0,NO,NO,LOW,
CLIENT,unity/army2-unity-client/README.md,unity,NOT_REQUIRED,lib/core or explicit NOT_REQUIRED decision,YES,0,0,0,0,0,NO,NO,LOW,
SERVER,README.md,README.md,NOT_REQUIRED,lib/core or explicit NOT_REQUIRED decision,NO,0,0,0,0,0,NO,NO,LOW,
SERVER,army.sql,army.sql,NOT_REQUIRED,lib/core or explicit NOT_REQUIRED decision,YES,0,0,0,0,0,NO,NO,LOW,
SERVER,build.xml,build.xml,NOT_REQUIRED,lib/core or explicit NOT_REQUIRED decision,YES,0,0,0,0,0,NO,NO,LOW,
SERVER,lib/nblibraries.properties,lib,NOT_REQUIRED,lib/core or explicit NOT_REQUIRED decision,YES,0,0,0,0,0,NO,NO,LOW,
SERVER,nbproject/build-impl.xml,nbproject,PLATFORM_SPECIFIC,lib/core or explicit NOT_REQUIRED decision,YES,0,0,0,0,0,NO,YES,MEDIUM,
